HomeTeam,AwayTeam,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,HTHG,HTAG,FTR
Nantes,Lorient,12,15,8,6,7,6,12,10,3,0,0,0,1,0,H
Montpellier,Monaco,15,17,7,7,5,10,10,10,2,2,0,0,2,1,H
Paris SG,Reims,22,7,8,3,14,0,6,10,0,1,0,0,1,0,H
Angers,St Etienne,7,8,4,5,3,1,7,13,1,1,0,0,0,1,A
Lyon,Marseille,12,9,4,1,4,6,8,8,0,0,0,0,0,1,H
Marseille,Angers,18,4,8,2,6,2,13,13,0,3,0,0,2,2,H
St Etienne,Montpellier,27,3,8,2,11,0,11,4,1,0,0,0,0,1,H
Monaco,Lyon,10,19,6,5,3,4,17,14,1,2,0,0,2,0,H
Lorient,Lens,8,8,3,0,1,4,14,11,0,3,0,0,1,0,H
Nice,Clermont,7,14,3,5,5,3,10,9,1,1,0,0,0,0,A
Reims,Bordeaux,16,6,7,0,7,4,5,12,0,1,0,1,1,0,H
Strasbourg,Nantes,13,10,3,2,7,9,7,8,3,3,0,0,0,0,H
Troyes,Metz,9,6,2,0,6,7,8,14,1,2,0,0,0,0,D
Rennes,Brest,19,5,8,1,6,1,11,8,3,1,0,0,1,0,H
Lille,Paris SG,10,18,5,7,4,3,19,9,2,1,0,0,1,3,A
Paris SG,Rennes,12,13,1,1,5,3,13,10,2,1,0,0,0,0,H
Montpellier,Lille,16,16,5,7,6,4,13,15,3,4,0,0,0,0,A
Lyon,Nice,12,1,8,1,4,1,11,9,0,1,0,0,1,0,H
Monaco,Lorient,15,5,4,1,11,2,18,11,3,2,0,0,0,0,D
Angers,Strasbourg,9,8,2,2,5,3,20,11,3,1,0,0,0,1,A
Brest,Troyes,12,5,5,2,1,5,13,11,1,1,0,0,2,1,H
Clermont,St Etienne,9,6,3,3,6,3,16,10,4,1,0,0,1,0,A
Nantes,Reims,11,7,3,4,5,5,17,8,1,0,0,1,1,0,H
Lens,Bordeaux,9,10,7,4,6,2,9,7,3,2,0,0,3,1,H
Metz,Marseille,11,13,4,5,3,8,11,6,2,2,0,0,0,1,A
Lille,Metz,13,7,1,0,11,1,10,13,4,4,1,1,0,0,D
Lens,Lyon,12,10,6,2,4,4,8,10,0,2,0,0,1,1,D
Nantes,Paris SG,13,16,7,9,5,7,16,10,2,6,0,0,3,0,H
Nice,Angers,9,11,5,2,4,5,11,17,2,2,0,0,1,0,H
Lorient,Montpellier,16,6,3,5,8,5,15,9,2,2,0,0,0,0,A
Reims,Brest,8,15,2,4,1,6,10,17,1,2,0,0,1,1,D
Rennes,Troyes,17,4,8,1,6,7,11,16,1,4,0,0,2,1,H
St Etienne,Strasbourg,9,8,4,4,3,4,12,5,3,2,0,0,2,2,D
Bordeaux,Monaco,11,13,3,4,2,7,13,13,3,4,0,1,1,0,D
Marseille,Clermont,18,4,4,3,8,3,11,9,2,2,0,0,0,1,A
Montpellier,Rennes,12,11,5,9,7,1,11,11,3,2,0,0,2,2,A
Strasbourg,Nice,17,3,6,0,8,2,9,12,1,2,0,1,0,0,D
Paris SG,St Etienne,21,13,8,6,8,3,9,13,2,1,0,0,1,1,H
Monaco,Reims,18,12,5,7,10,3,15,12,3,2,1,0,0,0,A
Angers,Lens,13,8,4,2,7,3,13,16,4,3,1,0,0,0,A
Brest,Lorient,4,17,0,8,4,6,12,15,2,4,1,0,0,0,A
Clermont,Bordeaux,9,10,3,3,6,6,5,13,1,2,0,0,1,1,D
Metz,Nantes,8,12,0,3,3,4,14,15,1,2,1,0,0,0,D
Troyes,Marseille,9,8,3,3,4,8,15,8,5,3,0,0,0,1,D
Lyon,Lille,20,6,8,2,7,3,13,15,3,2,0,0,0,1,A
Lorient,Lyon,15,15,6,7,8,3,9,14,1,0,0,0,0,2,A
Lens,Brest,20,5,6,3,4,0,14,11,1,1,0,0,0,0,A
Nice,Paris SG,11,8,6,2,3,4,15,10,1,0,0,0,0,0,H
St Etienne,Metz,13,5,5,2,12,3,11,18,3,4,0,0,0,0,H
Bordeaux,Troyes,10,10,3,2,6,2,18,15,6,1,0,1,0,1,A
Nantes,Montpellier,16,6,5,1,6,4,11,11,1,1,0,0,0,0,H
